time,P,G(i),H_sun,T2m,WS10m,Int
20180311:1730,651.64,382.82,40.43,1.58,3.79,0
20180311:1830,500.28,295.72,37.25,1.9,4.21,0
20180311:1930,367.92,218.32,31.18,1.57,4.41,0
20180311:2030,480.24,281.39,23.06,1.44,4.28,0
20180311:2130,570.26,330.99,13.64,1.48,4.21,0
20180311:2230,318.4,186.19,3.48,1.07,3.38,0
20180311:2330,0,0,0,0.2,3.1,0
20180312:0030,0,0,0,-0.65,3.03,0
20180312:0130,0,0,0,-1.28,3.03,0
20180312:0230,0,0,0,-1.79,2.83,0
20180312:0330,0,0,0,-2.24,2.62,0
20180312:0430,0,0,0,-2.51,2.41,0
20180312:0530,0,0,0,-2.73,2.21,0
20180312:0630,0,0,0,-3.09,2,0
20180312:0730,0,0,0,-3.37,1.79,0
20180312:0830,0,0,0,-3.89,1.59,0
20180312:0930,0,0,0,-3.82,1.17,0
20180312:1030,0,0,0,-2.82,0.76,0
20180312:1130,12.32,8.18,2.01,-3,0.41,0
20180312:1230,1114.3,655.16,12.26,-3.07,0.55,0
20180312:1330,1474.9,900.93,21.86,-2.35,0.28,0
20180312:1430,1487.7,916.27,30.27,-1.09,0.34,0
20180312:1530,1431.42,877.21,36.78,0.38,0.76,0
20180312:1630,1118.3,666.57,40.52,1.34,1.31,0
20180312:1730,711.92,421.38,40.82,1.86,2.07,0
20180312:1830,789.58,466.95,37.6,2.22,2.55,0
20180312:1930,658,388.88,31.49,2.49,3.03,0
20180312:2030,608.84,357.9,23.34,2.66,3.03,0
20180312:2130,380.78,226.17,13.89,2.65,2.48,0
20180312:2230,243.06,145.39,3.72,2.3,2.07,0
20180312:2330,0,0,0,1.37,2.48,0
20180313:0030,0,0,0,0.59,2.83,0
20180313:0130,0,0,0,0.2,2.83,0
20180313:0230,0,0,0,0.03,2.83,0
20180313:0330,0,0,0,-0.19,2.69,0
20180313:0430,0,0,0,-0.36,2.41,0
20180313:0530,0,0,0,-0.56,2.41,0
20180313:0630,0,0,0,-0.68,2.48,0
20180313:0730,0,0,0,-0.58,2.62,0
20180313:0830,0,0,0,-0.73,2.83,0
20180313:0930,0,0,0,-0.79,2.83,0
20180313:1030,0,0,0,-0.99,3.1,0
20180313:1130,10.98,7.72,2.34,-1.07,3.24,0
20180313:1230,77.6,48.58,12.6,-1.07,3.59,0
20180313:1330,179.7,108.93,22.21,-0.83,3.66,0
20180313:1430,293.66,174.98,30.64,-0.55,4.41,0
20180313:1530,347.4,205.99,37.17,-0.32,4.76,0
20180313:1630,409.1,242.18,40.92,-0.36,5.03,0
20180313:1730,403.16,238.94,41.2,-0.35,5.31,0
20180313:1830,262.82,157.53,37.96,-0.3,5.72,0
20180313:1930,266.94,160.08,31.8,0.07,5.59,0
20180313:2030,156.3,95.76,23.61,0.17,5.24,0
20180313:2130,72.58,46.21,14.14,0.05,4.28,0
20180313:2230,9.94,7.29,3.95,-0.19,2.9,0
20180313:2330,0,0,0,-0.4,3.59,0
20180314:0030,0,0,0,-0.42,3.52,0
20180314:0130,0,0,0,-0.47,3.38,0
20180314:0230,0,0,0,-0.5,3.38,0
20180314:0330,0,0,0,-0.56,3.38,0
20180314:0430,0,0,0,-0.56,3.45,0
20180314:0530,0,0,0,-0.59,3.45,0
20180314:0630,0,0,0,-0.59,3.52,0
20180314:0730,0,0,0,-0.65,3.52,0
20180314:0830,0,0,0,-0.57,3.59,0
20180314:0930,0,0,0,-0.53,3.66,0
20180314:1030,0,0,0,-0.51,3.79,0
20180314:1130,5.92,4.51,2.67,-0.5,4,0
20180314:1230,47.16,30.55,12.94,-0.49,4,0
20180314:1330,133.26,82.06,22.56,-0.36,4,0
20180314:1430,205.66,124.84,31.02,-0.12,3.72,0
20180314:1530,382.7,227.38,37.56,0.09,4.69,0
20180314:1630,458.8,272.24,41.32,0.59,5.31,0
20180314:1730,496.98,294.66,41.59,1,4.62,0
20180314:1830,558.08,331.66,38.31,1.09,3.38,0
20180314:1930,314.82,190.66,32.11,1.24,2.55,0
20180314:2030,202.1,124.2,23.89,1.1,2,0
20180314:2130,78.92,50.71,14.39,0.78,1.72,0
20180314:2230,19.18,13.53,4.19,0.42,2.07,0
20180314:2330,0,0,0,-0.04,2.41,0
20180315:0030,0,0,0,-0.33,2.76,0
20180315:0130,0,0,0,-0.39,3.03,0
20180315:0230,0,0,0,-0.46,3.17,0
20180315:0330,0,0,0,-0.5,3.24,0
20180315:0430,0,0,0,-0.61,3.45,0
20180315:0530,0,0,0,-0.68,3.72,0
20180315:0630,0,0,0,-0.59,4,0
20180315:0730,0,0,0,-0.65,4.14,0
20180315:0830,0,0,0,-0.73,4.21,0
20180315:0930,0,0,0,-0.95,4.34,0
20180315:1030,0,0,0,-1.29,4.76,0
20180315:1130,164.72,96.45,3,-1.7,5.1,0
20180315:1230,332.84,192.53,13.28,-1.95,5.24,0
20180315:1330,857.52,491.05,22.92,-1.93,4.97,0
20180315:1430,856.44,493.82,31.39,-1.44,5.17,0
20180315:1530,993.06,574.34,37.96,-0.6,5.86,0
20180315:1630,950.78,551.55,41.72,0.39,6.28,0
20180315:1730,733,426.63,41.97,1.01,5.86,0
20180315:1830,905.68,528.14,38.66,1.29,5.79,0
20180315:1930,1024.96,598.89,32.42,2.15,5.66,0
20180315:2030,699.64,407.39,24.16,2.3,5.79,0
20180315:2130,587.94,341.4,14.64,1.95,5.72,0
20180315:2230,271.76,159.85,4.43,1.31,5.79,0
20180315:2330,0,0,0,0.34,5.59,0
20180316:0030,0,0,0,-0.53,5.17,0
20180316:0130,0,0,0,-1.29,4.97,0
20180316:0230,0,0,0,-2.18,4.69,0
20180316:0330,0,0,0,-3.11,4.28,0
20180316:0430,0,0,0,-3.96,3.86,0
20180316:0530,0,0,0,-4.74,3.72,0
20180316:0630,0,0,0,-5.5,3.93,0
20180316:0730,0,0,0,-5.67,4.07,0
20180316:0830,0,0,0,-6.41,4,0
20180316:0930,0,0,0,-7.07,4,0
20180316:1030,0,0,0,-7.62,4.21,0
20180316:1130,396.42,219.96,3.34,-7.99,4.41,0
20180316:1230,981.36,549.54,13.62,-8.12,4.62,0
20180316:1330,1378.04,784.12,23.28,-7.79,4.69,0
20180316:1430,1438.68,820.21,31.77,-7.38,5.66,0
20180316:1530,1443.54,824.9,38.35,-6.75,6.07,0
20180316:1630,1374.76,786.06,42.12,-6.16,6.34,0
20180316:1730,1580.02,909.93,42.36,-5.71,6.48,0
20180316:1830,1409.48,807.14,39.01,-5.23,6.69,0
20180316:1930,1255.14,715.04,32.73,-4.71,6.69,0
20180316:2030,1112.42,630.52,24.43,-4.61,6.69,0
20180316:2130,912.04,514.63,14.89,-4.62,6.14,0
20180316:2230,626.4,351.2,4.66,-4.85,5.72,0
20180316:2330,0,0,0,-5.56,5.45,0
20180317:0030,0,0,0,-6.34,5.24,0
20180317:0130,0,0,0,-7.03,5.1,0
20180317:0230,0,0,0,-7.64,4.9,0
20180317:0330,0,0,0,-8.28,4.55,0
20180317:0430,0,0,0,-9,4.07,0
20180317:0530,0,0,0,-9.82,3.86,0
20180317:0630,0,0,0,-10.59,3.79,0
20180317:0730,0,0,0,-10.74,3.59,0
20180317:0830,0,0,0,-11.02,3.66,0
20180317:0930,0,0,0,-10.95,3.93,0
20180317:1030,0,0,0,-10.92,4.07,0
20180317:1130,670.92,368.66,3.67,-10.95,3.86,0
20180317:1230,1347.58,760.66,13.96,-10.81,3.52,0
20180317:1330,1506.52,860.56,23.64,-9.96,3.72,0
20180317:1430,1560.2,888.11,32.15,-9.66,5.17,0
20180317:1530,1780.1,1019.93,38.75,-9.89,5.66,0
20180317:1630,1897.5,1097.31,42.52,-9.89,5.38,0
20180317:1730,2000.54,1171.03,42.74,-9.39,4.76,0
20180317:1830,1990.78,1173.25,39.36,-8.65,4.28,0
20180317:1930,1937.12,1135.91,33.04,-9.05,4.14,0
20180317:2030,1824.92,1061.45,24.71,-8.67,4.21,0
20180317:2130,1589.52,910.54,15.14,-8.69,4.14,0
20180317:2230,1098.06,615.7,4.89,-9.03,3.45,0
20180317:2330,0,0,0,-10.25,3.03,0
20180318:0030,0,0,0,-11.56,3.03,0
20180318:0130,0,0,0,-12.53,2.97,0
20180318:0230,0,0,0,-13.43,2.83,0
20180318:0330,0,0,0,-14.25,2.69,0
20180318:0430,0,0,0,-15.03,2.69,0
20180318:0530,0,0,0,-15.74,2.69,0
20180318:0630,0,0,0,-16.33,2.76,0
20180318:0730,0,0,0,-16.29,2.48,0
20180318:0830,0,0,0,-17,2.48,0
20180318:0930,0,0,0,-17.62,2.48,0
20180318:1030,0,0,0,-18.21,2.62,0
20180318:1130,1037.88,562.97,4.01,-18.83,2.62,0
20180318:1230,1568.6,876.69,14.3,-18.73,2.48,0
20180318:1330,1818.5,1040,23.99,-16.94,2.62,0
20180318:1430,1922.26,1114.88,32.53,-14.86,2.9,0
20180318:1530,1967.14,1151.75,39.14,-13.01,3.1,0
20180318:1630,1981.84,1164.96,42.93,-11.2,3.52,0
20180318:1730,1976.06,1165.54,43.13,-9.52,3.79,0
20180318:1830,1952.04,1153.3,39.7,-8.08,4,0
20180318:1930,1896.18,1120.02,33.34,-7.01,4,0
20180318:2030,1789.34,1050.43,24.98,-6.36,4,0
20180318:2130,1561.56,904.61,15.38,-6.12,3.79,0
20180318:2230,1097.66,621.91,5.13,-6.53,3.24,0
20180318:2330,0,0,0,-7.87,3.1,0
20180319:0030,0,0,0,-9.25,3.1,0
20180319:0130,0,0,0,-10.23,3.1,0
20180319:0230,0,0,0,-11.11,3.1,0
20180319:0330,0,0,0,-11.86,3.1,0
20180319:0430,0,0,0,-12.63,3.03,0
20180319:0530,0,0,0,-13.43,2.76,0
20180319:0630,0,0,0,-14.18,2.69,0
20180319:0730,0,0,0,-14.07,2.55,0
20180319:0830,0,0,0,-14.74,2.62,0
20180319:0930,0,0,0,-15.29,2.69,0
20180319:1030,0,0,0,-15.78,2.76,0
20180319:1130,1021.06,558.12,4.34,-16.21,2.83,0
20180319:1230,1547.46,871.46,14.65,-16.01,2.62,0
20180319:1330,1792.8,1034.08,24.35,-14.4,2.62,0
20180319:1430,1875.5,1091.56,32.9,-12.87,3.03,0
20180319:1530,1924.76,1136.97,39.54,-11.45,2.76,0
20180319:1630,1935.5,1149.1,43.33,-9.97,2.97,0
20180319:1730,1925.6,1143.67,43.51,-8.46,3.38,0
20180319:1830,1909.42,1132.87,40.05,-7.03,3.79,0
20180319:1930,1845.44,1093.97,33.65,-5.2,4.07,0
20180319:2030,1739.74,1023.63,25.25,-4.36,4.28,0
20180319:2130,1529.8,889.13,15.63,-4.03,4.14,0
20180319:2230,1067.96,608.02,5.36,-4.4,3.59,0
20180319:2330,0,0,0,-5.59,3.52,0
20180320:0030,0,0,0,-6.84,3.45,0
20180320:0130,0,0,0,-7.82,3.24,0
20180320:0230,0,0,0,-8.73,2.9,0
20180320:0330,0,0,0,-9.55,2.69,0
20180320:0430,0,0,0,-10.21,2.55,0
20180320:0530,0,0,0,-10.84,2.41,0
20180320:0630,0,0,0,-11.58,2.28,0
20180320:0730,0,0,0,-11.62,2,0
20180320:0830,0,0,0,-12.89,1.93,0
20180320:0930,0,0,0,-14.15,1.93,0
20180320:1030,0,0,0,-15.33,2.07,0
20180320:1130,1023.54,562.46,4.68,-16.27,2,0
20180320:1230,1532.14,869.53,14.99,-16.05,1.79,0
20180320:1330,1736.42,1030.26,24.71,-12.03,1.1,0
20180320:1430,1822.58,1104.19,33.28,-10.34,0.97,0
20180320:1530,1859.3,1140.63,39.94,-7.88,1.17,0
20180320:1630,1880.02,1156.01,43.73,-6.49,1.52,0
20180320:1730,1874.82,1156.7,43.9,-5.1,1.66,0
20180320:1830,1846.76,1143.99,40.4,-3.81,1.59,0
20180320:1930,1773.16,1109.21,33.95,-2.46,0.97,0
20180320:2030,1680.98,1037.75,25.51,-1.67,1.17,0
20180320:2130,1482.16,893.35,15.87,-1.38,1.38,0
20180320:2230,1056.14,615.69,5.59,-2.02,1.38,0
20180320:2330,0,0,-4.9,-4.1,1.59,0
20180321:0030,0,0,0,-4.48,1.17,0
20180321:0130,0,0,0,-5.76,0.97,0
20180321:0230,0,0,0,-7.26,1.24,0
20180321:0330,0,0,0,-8.64,1.38,0
20180321:0430,0,0,0,-11.5,1.93,0
20180321:0530,0,0,0,-12.44,2.14,0
20180321:0630,0,0,0,-12.82,2.14,0
20180321:0730,0,0,0,-13.02,2.62,0
20180321:0830,0,0,0,-12.37,3.1,0
20180321:0930,0,0,0,-11.77,2.97,0
20180321:1030,0,0,0,-11.95,2.55,0
20180321:1130,1036.74,576,5.02,-12.32,2.62,0
20180321:1230,1401.9,796.05,15.34,-11.71,2.62,0
20180321:1330,1734.8,1013.74,25.07,-9.42,2.9,0
20180321:1430,1807.74,1071.56,33.66,-6.96,3.17,0
20180321:1530,1786.7,1069.76,40.33,-5.01,3.1,0
20180321:1630,1725.92,1035.8,44.13,-3.23,3.24,0
20180321:1730,1675.34,1007.78,44.28,-1.58,3.45,0
20180321:1830,1428.44,850.74,40.74,-0.25,3.52,0
20180321:1930,1122.42,660.21,34.25,0.56,3.79,0
20180321:2030,1169.72,687.83,25.78,1.17,3.66,0
20180321:2130,984.94,575.94,16.11,1.48,3.24,0
20180321:2230,428.82,251.15,5.82,1.1,2.41,0
20180321:2330,0,0,-4.67,0.08,2.48,0
20180322:0030,0,0,0,-0.62,2.9,0
20180322:0130,0,0,0,-0.96,3.17,0
20180322:0230,0,0,0,-1.44,3.52,0
20180322:0330,0,0,0,-1.98,3.79,0
20180322:0430,0,0,0,-2.42,3.93,0
20180322:0530,0,0,0,-2.83,3.93,0
20180322:0630,0,0,0,-3.19,3.93,0
20180322:0730,0,0,0,-2.94,3.59,0
20180322:0830,0,0,0,-3.11,3.59,0
20180322:0930,0,0,0,-3.42,3.52,0
20180322:1030,0,0,0,-3.74,3.45,0
20180322:1130,463.72,263.61,5.35,-4.07,3.31,0
20180322:1230,848.06,485.54,15.68,-3.75,3.17,0
20180322:1330,1234.56,721.4,25.43,-2.48,2.97,0
20180322:1430,1521.08,903.65,34.04,-0.9,3.59,0
20180322:1530,1561.08,935.21,40.73,0.47,3.72,0
20180322:1630,1617.84,983.45,44.54,1.79,3.38,0
20180322:1730,1607.3,984.54,44.66,2.91,2.97,0
20180322:1830,1622.16,1003.99,41.09,3.86,2.48,0
20180322:1930,1521.48,940.09,34.55,4.69,2.07,0
20180322:2030,1159.74,700.4,26.04,4.7,1.72,0
20180322:2130,837.48,498.76,16.35,4.28,1.17,0
20180322:2230,594.7,350.72,6.05,3.12,1.31,0
20180322:2330,0,0,-4.44,1.77,1.24,0
20180323:0030,0,0,0,2.44,0.41,0
20180323:0130,0,0,0,-1.88,1.52,0
20180323:0230,0,0,0,-2.52,2.28,0
20180323:0330,0,0,0,-2.59,2.76,0
20180323:0430,0,0,0,-3.06,2.69,0
20180323:0530,0,0,0,-3.81,2.41,0
20180323:0630,0,0,0,-4.44,2.14,0
20180323:0730,0,0,0,-4.92,1.86,0
20180323:0830,0,0,0,-5.78,1.72,0
20180323:0930,0,0,0,-6.98,1.79,0
20180323:1030,0,0,-4.8,-7.61,1.86,0
20180323:1130,580.28,326.49,5.69,-7.76,1.79,0
20180323:1230,1183.7,685.91,16.02,-6.3,1.45,0
20180323:1330,1397.14,839.33,25.78,-2.97,0.9,0
20180323:1430,1545.84,952.36,34.42,-1.48,0.69,0
20180323:1530,1634.2,1031,41.13,0.67,0.55,0
20180323:1630,1603.08,1005.31,44.94,1.61,0.97,0
20180323:1730,1393.82,851.14,45.05,2.48,1.52,0
20180323:1830,1276.04,771.54,41.43,3.04,2.07,0
20180323:1930,961.76,574.75,34.85,4.33,2.41,0
20180323:2030,712.4,423.3,26.31,4.41,2.48,0
20180323:2130,300.24,182.65,16.59,4.17,2.21,0
20180323:2230,36.42,25.82,6.28,3.35,1.93,0
20180323:2330,0,0,-4.21,2.67,2.41,0
20180324:0030,0,0,0,1.71,3.17,0
20180324:0130,0,0,0,0.98,3.93,0
20180324:0230,0,0,0,0.11,4.07,0
20180324:0330,0,0,0,-0.75,3.66,0
20180324:0430,0,0,0,-1.38,3.24,0
20180324:0530,0,0,0,-1.92,2.76,0
20180324:0630,0,0,0,-2.43,2.48,0
20180324:0730,0,0,0,-1.59,2.97,0
20180324:0830,0,0,0,-2.18,2.83,0
20180324:0930,0,0,0,-2.86,2.83,0
20180324:1030,0,0,-4.46,-3.36,2.9,0
20180324:1130,482.4,274.77,6.03,-3.65,3.03,0
20180324:1230,802.28,458.61,16.37,-3.63,3.03,0
20180324:1330,1196.5,691.86,26.14,-3.34,3.52,0
20180324:1430,1228.62,714.15,34.79,-2.6,3.59,0
20180324:1530,895.4,520.91,41.52,-1.73,3.1,0
20180324:1630,797.98,467.7,45.34,-1.22,2.76,0
20180324:1730,482.9,285,45.43,-0.7,2.55,0
20180324:1830,608.92,359.49,41.77,-0.57,2.48,0
20180324:1930,461.3,272.89,35.15,-0.38,2.48,0
20180324:2030,496.52,290.48,26.57,-0.35,2.55,0
20180324:2130,258.5,153.71,16.83,-0.39,2.76,0
20180324:2230,406.78,235.77,6.51,-0.8,2.76,0
20180324:2330,0,0,-3.98,-1.53,2.55,0
20180325:0030,0,0,0,-2.54,2.62,0
20180325:0130,0,0,0,-3.04,2.76,0
20180325:0230,0,0,0,-3.4,2.9,0
20180325:0330,0,0,0,-3.52,2.97,0
20180325:0430,0,0,0,-3.71,2.83,0
20180325:0530,0,0,0,-3.47,2.83,0
20180325:0630,0,0,0,-3.5,3.03,0
20180325:0730,0,0,0,-3.34,3.52,0
20180325:0830,0,0,0,-3.44,3.66,0
20180325:0930,0,0,0,-3.61,3.72,0
20180325:1030,0,0,-4.12,-3.67,3.66,0
20180325:1130,726.36,411.77,6.36,-3.81,3.59,0
20180325:1230,986.52,563.91,16.71,-3.27,3.72,0
20180325:1330,1437.92,839.13,26.5,-2.02,4.07,0
20180325:1430,1544.04,913.13,35.17,-0.47,4.21,0
20180325:1530,1606.54,956.15,41.92,0.8,4.69,0
20180325:1630,1519.04,906.91,45.74,1.88,4.62,0
20180325:1730,1311.64,779.15,45.81,2.54,4.55,0
20180325:1830,1021.92,604.23,42.11,3,4.55,0
20180325:1930,1184.94,701.9,35.45,3.25,4.28,0
20180325:2030,1355.38,805.94,26.83,3.4,4.14,0
20180325:2130,1017.08,596.97,17.07,3.37,3.72,0
20180325:2230,1047.84,615.95,6.73,2.79,2.55,0
20180325:2330,0,0,-3.75,1.55,2.07,0
20180326:0030,0,0,0,-0.3,2,0
20180326:0130,0,0,0,-2,1.86,0
20180326:0230,0,0,0,-3.57,1.93,0
20180326:0330,0,0,0,-4.71,2.07,0
20180326:0430,0,0,0,-5.91,2.34,0
20180326:0530,0,0,0,-6.88,2.41,0
20180326:0630,0,0,0,-7.71,2.41,0
20180326:0730,0,0,0,-7.43,2.07,0
20180326:0830,0,0,0,-8.66,2.34,0
20180326:0930,0,0,0,-9.41,2.55,0
20180326:1030,0,0,-3.78,-9.68,2.62,0
20180326:1130,1089.16,612.23,6.7,-9.94,2.55,0
20180326:1230,1533.16,887.95,17.05,-8.96,2.41,0
20180326:1330,1717.08,1025.59,26.86,-5.49,2.34,0
20180326:1430,1782.42,1093.89,35.55,-1.82,2.14,0
20180326:1530,1807.24,1125.43,42.31,0.27,2.07,0
20180326:1630,1811.02,1134.77,46.14,1.9,2.21,0
20180326:1730,1803.4,1133.8,46.19,3.05,2.28,0
20180326:1830,1778.06,1115.86,42.45,3.9,2.41,0
20180326:1930,1739.28,1085.5,35.74,4.48,2.62,0
20180326:2030,1659.32,1022.86,27.09,4.63,2.9,0
20180326:2130,1476.9,894.98,17.3,4.44,2.83,0
20180326:2230,1073.78,636.19,6.96,3.5,2,0
20180326:2330,0,0,-3.53,2.57,2.07,0
20180327:0030,0,0,0,0.36,2.41,0
20180327:0130,0,0,0,-0.94,2.48,0
20180327:0230,0,0,0,-1.92,2.41,0
20180327:0330,0,0,0,-2.71,2.41,0
20180327:0430,0,0,0,-3.36,2.34,0
20180327:0530,0,0,0,-4.38,1.93,0
20180327:0630,0,0,0,-2.55,1.17,0
20180327:0730,0,0,0,-3.62,1.52,0
20180327:0830,0,0,0,-3.38,1.45,0
20180327:0930,0,0,0,-4.61,1.72,0
20180327:1030,0,0,-3.45,-5.71,1.93,0
20180327:1130,471.58,266.7,7.04,-6.44,2.21,0
20180327:1230,878.78,503.08,17.4,-5.27,2.21,0
20180327:1330,1220.6,716.39,27.21,-2.09,2.48,0
20180327:1430,1395.86,840.28,35.92,2.59,2.97,0
20180327:1530,1462.38,886.99,42.71,4.24,3.45,0
20180327:1630,1250.42,752.78,46.54,5.47,4.07,0
20180327:1730,1040.42,624.22,46.57,6.34,4.41,0
20180327:1830,1012.58,607.36,42.79,6.81,4.62,0
20180327:1930,582.16,351.39,36.03,7.38,4.97,0
20180327:2030,280.82,175.15,27.35,7.15,4.62,0
20180327:2130,118.7,78.28,17.54,6.63,4.41,0
20180327:2230,17.44,14.3,7.18,5.96,4.07,0
20180327:2330,0,0,-3.3,5.25,3.79,0
20180328:0030,0,0,0,4.61,3.52,0
20180328:0130,0,0,0,3.92,3.31,0
20180328:0230,0,0,0,3.01,3.03,0
20180328:0330,0,0,0,1.86,2.62,0
20180328:0430,0,0,0,1.42,2.69,0
20180328:0530,0,0,0,1.21,2.83,0
20180328:0630,0,0,0,1.08,2.62,0
20180328:0730,0,0,0,1.04,2.62,0
20180328:0830,0,0,0,1.06,2.28,0
20180328:0930,0,0,0,1.12,1.93,0
20180328:1030,0,0,-3.11,1.21,1.79,0
20180328:1130,63.58,40.69,7.37,1.14,1.24,0
20180328:1230,150.26,92.71,17.74,1.61,0.62,0
20180328:1330,388.28,232.35,27.57,2.42,0.55,0
20180328:1430,621.84,368.35,36.29,2.36,0.76,0
20180328:1530,727.54,431.01,43.1,2.86,1.03,0
20180328:1630,989.14,593.74,46.94,3.44,1.1,0
20180328:1730,996.6,601.82,46.95,4.74,1.24,0
20180328:1830,728,437.9,43.12,5.45,1.31,0
20180328:1930,425.52,258.67,36.32,5.65,1.66,0
20180328:2030,353.72,215.69,27.6,5.26,1.52,0
20180328:2130,249.98,154.24,17.77,5.05,1.45,0
20180328:2230,245.94,149.85,7.41,4.86,1.45,0
20180328:2330,0,0,-3.07,4.5,1.93,0
20180329:0030,0,0,0,3.84,2,0
20180329:0130,0,0,0,3.35,1.86,0
20180329:0230,0,0,0,3.01,1.86,0
20180329:0330,0,0,0,2.52,1.72,0
20180329:0430,0,0,0,2.18,1.72,0
20180329:0530,0,0,0,2.17,1.66,0
20180329:0630,0,0,0,1.96,1.52,0
20180329:0730,0,0,0,1.58,1.17,0
20180329:0830,0,0,0,1.72,1.03,0
20180329:0930,0,0,0,1.92,0.83,0
20180329:1030,0,0,-2.78,2.08,0.69,0
20180329:1130,181.2,110.77,7.7,2.41,0.14,0
20180329:1230,387.1,231.57,18.08,2.6,0.28,0
20180329:1330,653.2,391.65,27.92,4.08,0.28,0
20180329:1430,912.4,551.04,36.67,4.7,0.62,0
20180329:1530,857.6,516.06,43.49,5.38,1.72,0
20180329:1630,790.48,477.85,47.34,5.86,1.45,0
20180329:1730,457.4,283.79,47.32,8.13,1.31,0
20180329:1830,486.6,301.27,43.45,8.3,1.38,0
20180329:1930,276.08,175.46,36.61,9.16,2.41,0
20180329:2030,162.64,107.91,27.85,9.3,2.62,0
20180329:2130,47.96,36.26,18.01,9.09,2.48,0
20180329:2230,13.7,12.48,7.63,8.21,2.69,0
20180329:2330,0,0,-2.85,7.56,3.24,0
20180330:0030,0,0,0,6.95,3.17,0
20180330:0130,0,0,0,6.03,3.03,0
20180330:0230,0,0,0,5.6,3.17,0
20180330:0330,0,0,0,5.26,3.31,0
20180330:0430,0,0,0,5.09,2.69,0
20180330:0530,0,0,0,4.99,2.21,0
20180330:0630,0,0,0,5.01,2.28,0
20180330:0730,0,0,0,4.14,1.66,0
20180330:0830,0,0,0,4.52,1.1,0
20180330:0930,0,0,0,3.67,2.9,0
20180330:1030,0,0,-2.44,3.17,2.76,0
20180330:1130,110,68.54,8.04,2.97,2.97,0
20180330:1230,135.82,84.55,18.42,3.1,3.45,0
20180330:1330,606.12,357.85,28.27,3.59,3.17,0
20180330:1430,870.6,517.3,37.04,5.3,3.45,0
20180330:1530,1140.76,683.84,43.88,6.97,3.93,0
20180330:1630,1110.4,663.86,47.73,8.57,4.83,0
20180330:1730,1115.08,669.63,47.7,9.46,5.03,0
20180330:1830,759.82,456.78,43.79,9.75,5.38,0
20180330:1930,739.96,444.28,36.9,9.28,4.9,0
20180330:2030,842.08,502.66,28.11,8.9,4.9,0
20180330:2130,497.88,298.75,18.24,8.37,4.97,0
20180330:2230,194.84,122.08,7.85,7.17,4.48,0
20180330:2330,0,0,-2.62,5.82,4.55,0
20180331:0030,0,0,0,4.46,4.69,0
20180331:0130,0,0,0,3.26,4.69,0
20180331:0230,0,0,0,2.18,4.55,0
20180331:0330,0,0,0,1.19,4.14,0
20180331:0430,0,0,0,0.41,3.45,0
20180331:0530,0,0,0,-0.19,2.55,0
20180331:0630,0,0,0,-0.99,2.21,0
20180331:0730,0,0,0,-1.44,1.38,0
20180331:0830,0,0,0,-2.94,1.45,0
20180331:0930,0,0,0,-3.76,1.66,0
20180331:1030,0,0,-2.11,-4.03,2,0
20180331:1130,1119.02,645.94,8.37,-3.55,2.28,0
20180331:1230,1486.56,883.12,18.75,-1.19,2.62,0
20180331:1330,1474.92,875.46,28.62,0.84,3.72,0
20180331:1430,1654.16,995.87,37.41,2.29,4.28,0
20180331:1530,1761.14,1075.32,44.27,3.84,4.28,0
20180331:1630,1774.96,1089.09,48.13,5.52,4.62,0
20180331:1730,1608.38,971.93,48.07,7.08,6.07,0
20180331:1830,1039.58,618.04,44.12,8.05,6.48,0
20180331:1930,1142.08,682.2,37.18,7.92,4.97,0
20180331:2030,537.38,324.34,28.36,8.51,5.24,0
20180331:2130,346.88,212.85,18.47,8.38,4.55,0
20180331:2230,57.56,41.31,8.07,7.78,3.59,0
20180331:2330,0,0,-2.4,6.65,2.48,0
20180401:0030,0,0,0,5.46,2.34,0
20180401:0130,0,0,0,4.77,2.97,0
20180401:0230,0,0,0,4.59,3.66,0
20180401:0330,0,0,0,4.65,4.21,0
20180401:0430,0,0,0,4.31,4.62,0
20180401:0530,0,0,0,4.07,5.24,0
20180401:0630,0,0,0,4.46,6.14,0
20180401:0730,0,0,0,5.03,5.79,0
20180401:0830,0,0,0,5.03,5.52,0
20180401:0930,0,0,0,4.9,6.07,0
20180401:1030,0,0,-1.77,4.27,7.45,0
20180401:1130,371.14,216.76,8.7,2.37,7.66,0
20180401:1230,854.66,490.15,19.09,1.52,7.52,0
20180401:1330,1133.76,652.5,28.97,1.31,7.72,0
20180401:1430,998.82,575.05,37.78,1.03,8.07,0
20180401:1530,1064.48,614.42,44.66,0.54,8.14,0
20180401:1630,1118.86,648.81,48.52,0.55,7.86,0
20180401:1730,1227.8,713.43,48.44,0.9,7.45,0
20180401:1830,1075.3,624.86,44.45,1.39,7.38,0
20180401:1930,1074.76,623.19,37.47,1.63,7.24,0
20180401:2030,892.9,517.05,28.61,1.93,7.03,0
20180401:2130,1189.3,688.64,18.69,1.93,6.48,0
20180401:2230,942.38,543.21,8.3,1.85,5.52,0
20180401:2330,0,0,-2.18,1.15,3.79,0
20180402:0030,0,0,0,-0.15,2.55,0
20180402:0130,0,0,0,-1.07,1.79,0
20180402:0230,0,0,0,-2.4,1.31,0
20180402:0330,0,0,0,-2.58,1.03,0
20180402:0430,0,0,0,-1.82,0.69,0
20180402:0530,0,0,0,-2.13,0.69,0
20180402:0630,0,0,0,-2.44,0.69,0
